japanese,reading,lesson,english,thai,thai_katakana
レントゲン,れんとげん,初級1-15課,X-ray,ถ่ำยเอกซเรย์,
～週間　（1週間）,～しゅうかん　（いっしゅうかん）,初級1-15課,～ week(s)　 (e.g. one week),,
花粉症,かふんしょう,初級1-15課,pollen allergy,อำกำรแพ้เกสรดอกไม้,
どうしましたか？,どうしましたか？,初級1-15課,What's wrong?,เกิดอะไรขึ้น,
どうされましたか？,どうされましたか？,初級1-15課,What's wrong? (polite expression for どうしましたか？),มีปัญหำอะไรหรือไม่,
保険証,ほけんしょう,初級1-15課,health insurance card,บัตรประกันสุขภำพ,
問診票,もんしんひょう,初級1-15課,questionnaire,แบบสอบถำมอำกำร แบบคัดกรองอำกำร,
薬,くすり,初級1-15課,medicine,ยำ,
飲む　（薬を飲む）,のむ　（くすりをのむ）,初級1-15課,to take　(e.g. take medicine),ดื่ม (เช่น ยำ),
会う,あう,初級1-15課,to meet,พบ เจอ,
やわらかい,やわらかい,初級1-15課,soft,อ่อน,
辛い,からい,初級1-15課,spicy / hot,เผ็ด,
診察券,しんさつけん,初級1-15課,hospital / clinic registration card,บัตรผู้ป่วย,
処方せん,しょほうせん,初級1-15課,prescription,ใบสั่งยำ,
記入する,きにゅうする,初級1-15課,to fill out,กรอกข้อควำม,
医者,いしゃ,初級1-15課,doctor,หมอ แพทย์,
～度～分　（38度5分）,～ど～ぶ　（さんじゅうはちどごぶ）,初級1-15課,～ degrees　(e.g. 38.5 degrees),,
口,くち,初級1-15課,mouth,ปำก,
インフルエンザ,いんふるえんざ,初級1-15課,influenzas,ไข้หวัดใหญ่,
検査する,けんさする,初級1-15課,to examine,ตรวจวัด,
A型,えーがた,初級1-15課,type A,(ไข้หวัดใหญ่)สำยพันธุ์ A (เลือด)กรุ๊ป A,
下がる　（熱が下がる）,さがる　（ねつがさがる）,初級1-15課,to go down　(e.g. fever goes down),ลดลง (เช่น ไข้ลดลง),
おかゆ,おかゆ,初級1-15課,rice porridge,ข้ำวต้ม,
薬局,やっきょく,初級1-15課,pharmacy,ร้ำนขำยยำ,
もらう,もらう,初級1-15課,to receive,ได้รับ รับ,
お大事に,おだいじに,初級1-15課,Take care.(used to express sympathy for a sick person),ขอให้หำยเร็วๆ (คำให้กำลังใจผู้ป่วย),
お持ちですか？,おもちですか？,初級1-15課,Do you have? (polite expression for 持っていますか？),มีหรือไม่,
フリガナ,ふりがな,初級1-15課,reading in katakana,อักษรคำนะที่แสดงเสียงอ่ำนของคันจิ,
性別,せいべつ,初級1-15課,gender,เพศ,
病気にかかる,びょうきにかかる,初級1-15課,to get sick,ล้มป่วย ไม่สบำย,
現在,げんざい,初級1-15課,currently,ปัจจุบัน,
女性,じょせい,初級1-15課,female,เพศหญิง,
妊娠する,にんしんする,初級1-15課,to get pregnant,ตั้งท้อง มีครรภ์ ตั้งครรภ์,
記入例,きにゅうれい,初級1-15課,entry example,ตัวอย่ำงกำรกรอกข้อมูล,
記入日,きにゅうび,初級1-15課,date filled in,วันที่กรอกข้อมูล,
大正／大,たいしょう,初級1-15課,Taisho / T (a Japanese era name),ไทโช (ชื่อรัชศกของญี่ปุ่น),
昭和／昭,しょうわ,初級1-15課,Showa / S (a Japanese era name),โชวะ (ชื่อรัชศกของญี่ปุ่น),
平成／平,へいせい,初級1-15課,Heisei / H (a Japanese era name),เฮเซ (ชื่อรัชศกของญี่ปุ่น),
令和／令,れいわ,初級1-15課,Reiwa / R (a Japanese era name),เรวะ (ชื่อรัชศกของญี่ปุ่น),
～才　（27才）,～さい　（にじゅうななさい）,初級1-15課,～ years old　（e.g. twenty seven years old),,
今までに,いままでに,初級1-15課,up to now,จนถึงปัจจุบัน,
病気,びょうき,初級1-15課,illness,อำกำรเจ็บป่วย,
病名,びょうめい,初級1-15課,name of illness,ชื่อโรค,
～本　（1本）,～ほん／ぽん／ぼん　（いっぽん）,初級1-15課,～ bottles　(e.g. 1 bottle),,
～の方　（女性の方）,～のかた　（じょせいのかた）,初級1-15課,person (polite expression)　(e.g. women),คุณ ท่ำน (วิธีกำรพูดแบบสุภำพ เช่น คุณสุภำพสตรี),
答える,こたえる,初級1-15課,to answer,ตอบ,
～週目　（10週目）,～しゅうめ　（じゅっしゅうめ）,初級1-15課,～ th week　 (e.g. 10th week),สัปดำห์ที่... อำทิตย์ที่... (เช่น อำทิตย์ที่ 10),
お答えください,おこたえください,初級1-15課,Please answer. (polite expression),กรุณำตอบ (วิธีกำรพูดแบบสุภำพ),
下げる　（熱を下げる）,さげる　（ねつをさげる）,初級1-15課,to reduce　(e.g. reduce a fever),ลดลง (เช่น ไข้ลดลง),
抑える,おさえる,初級1-15課,to suppress,กด คุม,
痛み止め,いたみどめ,初級1-15課,painkiller,ยำแก้ปวด,
くしゃみ,くしゃみ,初級1-15課,sneezing,อำกำรจำม,
つらい,つらい,初級1-15課,feel awful / discomfort,ลำบำก ทรมำน,
がまんする,がまんする,初級1-15課,to bear with / to tolerate,อดทน,
がまんできない,がまんできない,初級1-15課,unbearable,ทนไม่ได้ ทนไม่ไหว,
間をあける,あいだをあける,初級1-15課,to take at a time interval,เว้นระยะ เว้นช่วง,
～以上　（38度5分以上）,～いじょう　（さんじゅうはちどごぶいじょう）,初級1-15課,～ or more　(e.g. 38.5 degrees or more),,
胃,い,初級1-15課,stomach,กระเพำะ,
守る,まもる,初級1-15課,to protect,รักษำ,
運転する,うんてんする,初級1-15課,to drive,ขับ ขี่,
食後,しょくご,初級1-15課,after meals,หลังอำหำร,
眠い,ねむい,初級1-15課,sleepy,ง่วง,
解熱剤,げねつざい,初級1-15課,fever reducer,ยำลดไข้,
熱が高い,ねつがたかい,初級1-15課,high fever,ไข้สูง,
それと,それと,初級1-15課,and,และ แล้วก็,
こっち,こっち,初級1-15課,this,อันนี้ ทำงนี้,
夕方／夕,ゆうがた,初級1-15課,early evening,ตอนค่ำ,
寝る前／寝前,ねるまえ,初級1-15課,before sleeping / before sleep,ก่อนนอน,
用法,ようほう,初級1-15課,for use,วิธีใช้,
用量,ようりょう,初級1-15課,dosage,ปริมำณที่ใช้,
説明書,せつめいしょ,初級1-15課,instructions,เอกสำรแนะนำ,
効能,こうのう,初級1-15課,efficacy,ประสิทธิภำพ ควำมสำมำรถที่ทำให้เกิดผล,
注意事項,ちゅういじこう,初級1-15課,warning,คำเตือน,
夕食後,ゆうしょくご,初級1-15課,after dinner,หลังอำหำรเย็น,
～錠　（2錠）,～じょう　（にじょう）,初級1-15課,～ tablets　(e.g. 2 tablets),เม็ด (เช่น 2 เม็ด),
～日分　（5日分）,～にちぶん　（いつかぶん）,初級1-15課,for ～ days　(e.g. for 5 days),สำหรับ...วัน (เช่น สำหรับ 5 วัน),
毎食後,まいしょくご,初級1-15課,after each meal,หลังมื้ออำหำร,
顔,かお,初級1-16課,face,หน้ำ,
体,からだ,初級1-16課,body,ร่ำงกำย ลำตัว,
頭,あたま,初級1-16課,head,ศีรษะ หัว,
鼻,はな,初級1-16課,nose,จมูก,
歯,は,初級1-16課,tooth,ฟัน,
首,くび,初級1-16課,neck,คอ,
目,め,初級1-16課,eye,ตำ,
耳,みみ,初級1-16課,ear,หู,
口,くち,初級1-16課,mouth,ปำก,
肩,かた,初級1-16課,shoulders,ไหล่,
胸,むね,初級1-16課,breast,หน้ำอก,
お腹,おなか,初級1-16課,stomach,ท้อง,
足,あし,初級1-16課,legs,ขำ เท้ำ,
背中,せなか,初級1-16課,back,หลัง,
腰,こし,初級1-16課,lower back,เอว บั้นเอว,
腕,うで,初級1-16課,arm,แขน,
手,て,初級1-16課,hand,มือ,
指,ゆび,初級1-16課,finger / toe,นิ้วมือ นิ้วเท้ำ,
肩がこる,かたがこる,初級1-16課,to have stiff shoulders,ไหล่เคล็ด,
だるい,だるい,初級1-16課,feel tired and listless,เมื่อย ล้ำ,
痛い,いたい,初級1-16課,hurts,เจ็บ ปวด,
胃,い,初級1-16課,stomach,กระเพำะ,
調子が悪い,ちょうしがわるい,初級1-16課,feel unwell,รู้สึกอำกำรไม่ดี รู้สึกไม่สบำยตัว,
二日酔い,ふつかよい,初級1-16課,hangover,อำกำรเมำค้ำง,
眠れない,ねむれない,初級1-16課,can't sleep,นอนไม่หลับ,
お風呂に入る,おふろにはいる,初級1-16課,to take a bath,แช่อ่ำงอำบน้ำ,
温める,あたためる,初級1-16課,to warm up,อุ่น ทำให้อบอุ่น,
温かい,あたたかい,初級1-16課,warm,อุ่น,
飲む,のむ,初級1-16課,to drink,ดื่ม,
マッサージする,まっさーじする,初級1-16課,to massage,นวด,
薬,くすり,初級1-16課,medicine,ยำ,
飲む　（薬を飲む）,のむ　（くすりをのむ）,初級1-16課,to take　(e.g. take medicine),ดื่ม (เช่น ยำ),
最近,さいきん,初級1-16課,recently,หลังๆ นี้,
ぬるい,ぬるい,初級1-16課,warm,อุ่นๆ,
試す,ためす,初級1-16課,to try,ลองดู,
飲みすぎる,のみすぎる,初級1-16課,to drink too much,ดื่มมำกเกินไป,
けっこう,けっこう,初級1-16課,quite,มำกทีเดียว,
それはいけませんね,それはいけませんね,初級1-16課,That is not good.,ปล่อยไว้ไม่ได้นะ,
どうしていますか？,どうしていますか？,初級1-16課,How do you deal with it?,ทำอย่ำงไร จัดกำรอย่ำงไร,
疲れている,つかれている,初級1-16課,tired,เหนื่อย ล้ำ,
寝不足,ねぶそく,初級1-16課,lack of sleep,อำกำรนอนไม่พอ,
健康,けんこう,初級1-16課,health,สุขภำพ,
運動,うんどう,初級1-16課,exercise,กำรออกกำลังกำย,
ジム,じむ,初級1-16課,gym,โรงยิม,
ジョギングする,じょぎんぐする,初級1-16課,to go jogging,จ๊อกกิ้ง,
走る,はしる,初級1-16課,to run,วิ่ง,
ウォーキングする,うぉーきんぐする,初級1-16課,to go for a walk,เดินออกกำลังกำย,
歩く,あるく,初級1-16課,to walk,เดิน,
プール,ぷーる,初級1-16課,swimming pool,สระว่ำยน้ำ,
泳ぐ,およぐ,初級1-16課,to swim,ว่ำยน้ำ,
ヨガ,よが,初級1-16課,yoga,โยคะ,
食生活,しょくせいかつ,初級1-16課,eating habits,รูปแบบกำรทำนอำหำร,
食べすぎる,たべすぎる,初級1-16課,to eat too much,ทำนหรือกินมำกเกินไป,
睡眠,すいみん,初級1-16課,sleep,กำรนอนหลับ,
早く,はやく,初級1-16課,early,เร็ว ก่อนเวลำ,
起きる,おきる,初級1-16課,to wake up,ตื่นนอน,
だいたい,だいたい,初級1-16課,about / around,โดยประมำณ,
チキンサラダ,ちきんさらだ,初級1-16課,chicken salad,สลัดไก่,
トマトジュース,とまとじゅーす,初級1-16課,tomato juice,น้ำมะเขือเทศ,
ダイエットする,だいえっとする,初級1-16課,to go on a diet,ไดเอ็ท ควบคุมอำหำรเพื่อลดน้ำหนัก,
気をつける,きをつける,初級1-16課,to be mindful,ระวัง,
なるほど,なるほど,初級1-16課,I see.,เข้ำใจละ อย่ำงนี้นี่เอง,
ノロウイルス,のろういるす,初級1-16課,norovirus,กำรติดเชื้อท้องเสียโนโรไวรัส,
食中毒,しょくちゅうどく,初級1-16課,food poisoning,อำหำรเป็นพิษ,
原因,げんいん,初級1-16課,cause,สำเหตุ,
症状,しょうじょう,初級1-16課,symptom,อำกำรเจ็บป่วย,
予防法,よぼうほう,初級1-16課,prevention method,วิธีกำรป้องกันโรค,
腹痛,ふくつう,初級1-16課,abdominal pain,อำกำรปวดท้อง,
おう吐,おうと,初級1-16課,vomiting,อำเจียน,
下痢,げり,初級1-16課,diarrhea,อำกำรท้องเสีย,
手洗い,てあらい,初級1-16課,hand washing,กำรล้ำงมือ,
加熱（する）,かねつ（する）,初級1-16課,(to) heat,เพิ่มควำมร้อน,
増える,ふえる,初級1-16課,to spread,เพิ่มขึ้น,
発生する,はっせいする,初級1-16課,to occur,เกิดขึ้น,
貝,かい,初級1-16課,shell,หอย,
感染する,かんせんする,初級1-16課,to get infected,ติดเชื้อ,
調理（する）,ちょうり（する）,初級1-16課,(to) cook,ปรุงอำหำร,
予防する,よぼうする,初級1-16課,to prevent,ป้องกัน,
急増,きゅうぞう,初級1-16課,rapid increase,เพิ่มขึ้นอย่ำงรวดเร็ว,
県内,けんない,初級1-16課,within the prefecture,ภำยในจังหวัด,
話題,わだい,初級1-16課,topic,โจทย์ ประเด็นปัญหำ,
汚染された,おせんされた,初級1-16課,contaminated,ปนเปื้อน,
カキ,かき,初級1-16課,oyster,หอยนำงรม,
十分に,じゅうぶんに,初級1-16課,sufficiently,อย่ำงเพียงพอ,
ウイルス,ういるす,初級1-16課,virus,ไวรัส,
つく　（ウイルスがつく）,つく　（ういるすがつく）,初級1-16課,to stick　(e.g. virus sticks),ติด ปนเปื้อน (เช่น มีเชื้อไวรัสติดอยู่),
起こす,おこす,初級1-16課,to cause,เกิดขึ้น,
どうしたら,どうしたら,初級1-16課,how,อย่ำงไร,
ポイント,ぽいんと,初級1-16課,key point,ประเด็นสำคัญ,
十分（な）,じゅうぶん（な）,初級1-16課,enough / sufficient,เพียงพอ มีประสิทธิภำพ,
食事前,しょくじまえ,初級1-16課,before meals,ก่อนอำหำร,
前後,ぜんご,初級1-16課,before and after,ก่อนและหลัง,
洗う,あらう,初級1-16課,to wash,ล้ำง ซัก,
中心部,ちゅうしんぶ,初級1-16課,the center,ส่วนกลำง,
うつす　,うつす　,初級1-16課,to pass on,แพร่เชื้อ,
マスク,ますく,初級1-16課,mask,หน้ำกำกอนำมัย,
うがい,うがい,初級1-16課,gargling,กลั้วคอ,
予防接種,よぼうせっしゅ,初級1-16課,vaccination,กำรฉีดวัคซีนป้องกัน,
発熱,はつねつ,初級1-16課,fever,มีไข้,
全身,ぜんしん,初級1-16課,whole body,ทั่วร่ำงกำย ทั้งตัว,
だるさ,だるさ,初級1-16課,sense of fatigue,ควำมเมื่อยล้ำ,
関節痛,かんせつつう,初級1-16課,joint pain,อำกำรปวดข้อต่อ,
痛み,いたみ,初級1-16課,pain,อำกำรเจ็บปวด,
気持ち,きもち,初級1-16課,feeling,ควำมรู้สึก,
大切（な）,たいせつ（な）,初級1-16課,important,สำคัญ,
こまめに,こまめに,初級1-16課,frequently,อย่ำงละเอียด บ่อยครั้ง,
しっかりと,しっかりと,初級1-16課,properly,อย่ำงดี อย่ำงตั้งใจ,
外出先,がいしゅつさき,初級1-16課,outside,ข้ำงนอก,
帰宅する,きたくする,初級1-16課,to go home,กลับบ้ำน,
流行する,りゅうこうする,初級1-16課,to be prevalent,เป็นที่นิยม,
受ける,うける　,初級1-16課,to receive,ได้รับ รับ,
予約,よやく,初級1-16課,booking,กำรจอง,
受付中,うけつけちゅう,初級1-16課,currently accepting,กำลังเปิดรับจอง,
クリニック,くりにっく,初級1-16課,clinic,คลินิก,
上がる,あがる,初級1-17課,to come in,ขึ้นบ้ำน เข้ำบ้ำน,
うちの,うちの,初級1-17課,my,ของฉัน ของเรำ,
奥さん,おくさん,初級1-17課,wife,ภรรยำ,
息子,むすこ,初級1-17課,son,ลูกชำย,
お茶,おちゃ,初級1-17課,Japanese tea,น้ำชำ,
足をくずす,あしをくずす,初級1-17課,to sit at ease,นั่งเหยียดขำ,
楽にする,らくにする,初級1-17課,to make yourself at home,ทำตัวตำมสบำย,
遊びに来る,あそびにくる,初級1-17課,to come see me,มำเที่ยว,
ごめんください,ごめんください,初級1-17課,Hello. / May I come in?,สวัสดี ขออนุญำตเข้ำไปข้ำงใน,
いらっしゃい,いらっしゃい,初級1-17課,Welcome. / Come in.,ยินดีต้อนรับ เชิญเลย,
ようこそ,ようこそ,初級1-17課,Welcome.,ยินดีต้อนรับ,
おじゃまします,おじゃまします,初級1-17課,Excuse me for disturbing you.,ขอเข้ำไปข้ำงใน(บ้ำนหรือพื้นที่ของคนอื่น),
お世話になっています,おせわになっています,初級1-17課,Thank you for everything you do.,ขอบคุณที่ช่วยเหลืออยู่เสมอ,
こちらこそ,こちらこそ,初級1-17課,Same here.,ทำงนี้ต่ำงหำก,
ごちそうさまでした,ごちそうさまでした,初級1-17課,Thank you for the meal.,ขอบคุณสำหรับอำหำร,
おじゃましました,おじゃましました,初級1-17課,Sorry for having disturbed you.,ขอโทษที่รบกวน,
お土産,おみやげ,初級1-17課,souvenir,ของฝำก,
コーヒー,こーひー,初級1-17課,coffee,กำแฟ,
調味料,ちょうみりょう,初級1-17課,seasoning,เครื่องปรุงรส,
カップ,かっぷ,初級1-17課,cup,ถ้วย,
キーホルダー,きーほるだー,初級1-17課,key holder,พวงกุญแจ,
ペン,ぺん,初級1-17課,pen,ปำกกำ,
お守り,おまもり,初級1-17課,amulet,เครื่องรำง,
絵葉書,えはがき,初級1-17課,picture postcard,โปสกำร์ด,
写真集,しゃしんしゅう,初級1-17課,photo album / collection,อัลบั้มรูป,
飾り,かざり,初級1-17課,decoration,กำรประดับ กำรตกแต่ง,
人形,にんぎょう,初級1-17課,doll,ตุ๊กตำ,
かばん,かばん,初級1-17課,bag,กระเป๋ำ,
バッグ,ばっぐ,初級1-17課,bag,กระเป๋ำ,
魔よけ,まよけ,初級1-17課,talisman,เครื่องรำง ของขลัง,
ネパール,ねぱーる,初級1-17課,Nepal,เนปำล,
ナンプラー,なんぷらー,初級1-17課,nam pla (Thai seasoning),น้ำปลำ,
タイ,たい,初級1-17課,Thailand,ไทย,
トゥロン,とぅろん,初級1-17課,turon (Filipino confectionery),ทูรอน (ขนมของฟิลิปปินส์),
フィリピン,ふぃりぴん,初級1-17課,the Philippines,ฟิลิปปินส์,
スラ―ソー,すらーそー,初級1-17課,sra sor (Cambodian alcohol),เครื่องดื่มแอลกอฮอล์ของกัมพูชำ,
カンボジア,かんぼじあ,初級1-17課,Cambodia,กัมพูชำ,
壁,かべ,初級1-17課,wall,กำแพง ผนัง,
かける　（壁にかける）,かける　（かべにかける）,初級1-17課,to hang on　 (e.g. hang on a wall),ติด แขวน (เช่น แขวนไว้ที่ผนัง),
入って来る,はいってくる,初級1-17課,to come in,เข้ำไปข้ำงใน,
悪い,わるい,初級1-17課,bad / evil,แย่ เลวร้ำย,
かける,かける,初級1-17課,to sprinkle,โรย เหยำะ,
～といいます,～といいます,初級1-17課,be called ～,เรียกว่ำ ชื่อว่ำ,
プレゼント,ぷれぜんと,初級1-17課,present,ของขวัญ,
米／お米,こめ／おこめ,初級1-17課,rice,ข้ำวสำร,
強い,つよい,初級1-17課,strong,แข็งแกร่ง,
ピアス,ぴあす,初級1-17課,earrings,ต่ำงหู,
マグカップ,まぐかっぷ,初級1-17課,mug,ถ้วย,
帽子,ぼうし,初級1-17課,hat / cap,หมวก,
お母さん,おかあさん,初級1-17課,(someone else's) mother,คุณแม่ (คำเรียก แม่ของคนอื่น),
お兄さん,おにいさん,初級1-17課,(someone else's) elder brother,พี่ชำย (คำเรียก พี่ชำยของคนอื่น),
誕生日,たんじょうび,初級1-17課,birthday,วันเกิด,
もらう,もらう,初級1-17課,to receive,ได้รับ รับ,
おしゃれ（な）,おしゃれ（な）,初級1-17課,stylish,ดูมีสไสต์,
すてき（な）,すてき（な）,初級1-17課,nice　,เท่ เก๋ ดูดี,
くれる,くれる,初級1-17課,to be given,ใส่ เติม,
両親,りょうしん,初級1-17課,parents,พ่อแม่,
いいでしょう？,いいでしょう？,初級1-17課,Isn't it nice?,ดูดีใช่ไหมล่ะ,
バリ,ばり,初級1-17課,Bali,เกำะบำหลี,
お父さん,おとうさん,初級1-17課,(someone else's) father,คุณพ่อ (คำเรียก พ่อของคนอื่น),
お姉さん,おねえさん,初級1-17課,(someone else's) elder sister,พี่สำว (คำเรียก พี่สำวของคนอื่น),
弟さん,おとうとさん,初級1-17課,(someone else's) younger brother,น้องชำย (คำเรียก น้องชำยของคนอื่น),
妹さん,いもうとさん,初級1-17課,(someone else's) younger sister,น้องสำว (คำเรียก น้องสำวของคนอื่น),
お子さん,おこさん,初級1-17課,(someone else's) child,ลูก (คำเรียก ลูกของคนอื่น),
息子さん,むすこさん,初級1-17課,(someone else's) son,ลูกชำยเรียก ลูกชำยของคนอื่น),
娘さん,むすめさん,初級1-17課,(someone else's) daughter,ลูกสำว (คำเรียก ลูกสำวของคนอื่น),
お宅,おたく,初級1-17課,home　,บ้ำน (คำเรียก บ้ำนของคนอื่น),
おじゃまする,おじゃまする,初級1-17課,to visit,เยี่ยมเยียน,
経験,けいけん,初級1-17課,experience,ประสบกำรณ์,
よろしくお伝えください,よろしくおつたえください,初級1-17課,Please say hello.,ฝำกควำมคิดถึงไปด้วย,
結婚（する）,けっこん（する）,初級1-18課,(to) marry,แต่งงำน,
出産,しゅっさん,初級1-18課,childbirth,กำรคลอดบุตร,
生まれる,うまれる,初級1-18課,to be born,เกิด คลอด,
合格（する）,ごうかく（する）,初級1-18課,(to) pass,สอบผ่ำน,
男の子,おとこのこ,初級1-18課,boy,เด็กผู้ชำย,
女の子,おんなのこ,初級1-18課,girl,เด็กผู้หญิง,
決める,きめる,初級1-18課,to decide,กำหนด ตัดสินใจ,
考える,かんがえる,初級1-18課,to think,คิด,
ご結婚,ごけっこん,初級1-18課,(your) marriage,กำรแต่งงำน (คำเรียก กำรแต่งงำนของคนอื่น),
私たち,わたしたち,初級1-18課,we,พวกเรำ,
うれしい,うれしい,初級1-18課,glad,ดีใจ,
相手,あいて,初級1-18課,spouse,อีกฝ่ำยหนึ่ง คู่แต่งงำน,
お祝い,おいわい,初級1-18課,gift,กำรหรือของแสดงควำมยินดี,
ごちそうする,ごちそうする,初級1-18課,to treat a meal,เลี้ยงอำหำร,
きっと,きっと,初級1-18課,surely,แน่ๆ,
あげる,あげる,初級1-18課,to give,ให้,
楽しみですね,たのしみですね,初級1-18課,That sounds exciting.,อยำกรู้เร็วๆ จัง,
おめでとう（ございます）,おめでとう（ございます）,初級1-18課,Congratulations.,ขอแสดงควำมยินดี,
お幸せに,おしあわせに,初級1-18課,Wish you all the happiness.,ขอให้มีควำมสุข,
JLPT,じぇーえるぴーてぃー,初級1-18課,JLPT (Japanese-Language Proficiency Test),JLPT (กำรสอบวัดระดับภำษำญี่ปุ่น),
フォトフレーム,ふぉとふれーむ,初級1-18課,photo frame,กรอบรูป,
時計,とけい,初級1-18課,watch,นำฬิกำ,
ネクタイ,ねくたい,初級1-18課,necktie,เนคไท,
アクセサリー,あくせさりー,初級1-18課,accessory,เครื่องประดับ,
ハンカチ,はんかち,初級1-18課,handkerchief,ผ้ำเช็ดหน้ำ,
ケーキ,けーき,初級1-18課,cake,เค้ก,
ギフトカード,ぎふとかーど,初級1-18課,gift card,บัตรของขวัญ,
帰国（する）,きこく（する）,初級1-18課,(to) return to one's country,กลับประเทศ,
さびしい,さびしい,初級1-18課,be missed,เหงำ,
送別会,そうべつかい,初級1-18課,farewell party,งำนเลี้ยงส่ง,
呼ぶ,よぶ,初級1-18課,to call,เรียก,
予約する,よやくする,初級1-18課,to make a reservation,จอง,
思い出,おもいで,初級1-18課,memories,ควำมทรงจำ ควำมหลัง,
残る,のこる,初級1-18課,to stay,หลงเหลือ คงอยู่,
思う,おもう,初級1-18課,to think,คิด,
予算,よさん,初級1-18課,budget,งบประมำณ,
参加者,さんかしゃ,初級1-18課,participants,ผู้เข้ำร่วม,
それなら,それなら,初級1-18課,if so,ถ้ำอย่ำงนั้น,
デジタルフォトフレーム,でじたるふぉとふれーむ,初級1-18課,digital photo frame,กรอบรูปดิจิทัล,
選ぶ,えらぶ,初級1-18課,to choose,เลือก,
それでは,それでは,初級1-18課,now,เอำล่ะ,
あいさつ,あいさつ,初級1-18課,speech,กำรทักทำย,
はじめ,はじめ,初級1-18課,at first,ช่วงแรก ตอนต้น ทีแรก,
友だちができる,ともだちができる,初級1-18課,to make friends,ได้เพื่อน มีเพื่อน,
大切にする,たいせつにする,初級1-18課,to take good care,ดูแลรักษำ,
飾る,かざる,初級1-18課,to display,ประดับตกแต่ง,
～のこと　（私のこと）,～のこと　（わたしのこと）,初級1-18課,about ～　(e.g. about me),เรื่องเกี่ยวกับ... (เช่น เรื่องเกี่ยวกับฉัน),
忘れる,わすれる,初級1-18課,to forget,ลืม,
お元気で,おげんきで,初級1-18課,Take care.,โชคดีนะ,
乾杯,かんぱい,初級1-18課,Cheers.,ไชโย,
お世話になりました,おせわになりました,初級1-18課,Thank you for everything you have done for me.,ขอบคุณสำหรับควำมช่วยเหลือที่ผ่ำนมำ,
元気でいてください,げんきでいてください,初級1-18課,Please take care of yourself.,ขอให้สุขภำพแข็งแรง ขอให้มีสุขภำพดี,
メッセージ,めっせーじ,初級1-18課,message,ข้อควำม,
とうとう,とうとう,初級1-18課,finally,ในที่สุด,
～代　（30代）,～だい　（さんじゅうだい）,初級1-18課,～ s　(e.g. 30s),คนในวัย... (เช่น คนในวัย 30-39),
歌う,うたう,初級1-18課,to sing,ร้องเพลง,
踊る,おどる,初級1-18課,to dance,เต้นรำ,
サービス,さーびす,初級1-18課,service,บริกำร,
あたたかい,あたたかい,初級1-18課,warm / kind,อบอุ่น ใจดี,
カラオケ,からおけ,初級1-18課,karaoke,คำรำโอเกะ,
幸せ（な）,しあわせ（な）,初級1-18課,happy,มีควำมสุข,
素敵（な）,すてき（な）,初級1-18課,wonderful,ดี เริ่ด ยอดเยี่ยม,
～ますように,～ますように,初級1-18課,I hope ～. (used when expressing a wish),หวังว่ำ (สำนวนที่ใช้ในกำรขอพร),
家庭,かてい,初級1-18課,home / household,ครอบครัว,
いつまでも,いつまでも,初級1-18課,for many years to come,ตลอดไป,
築く,きずく,初級1-18課,to create / to build,สร้ำง,
末永く,すえながく,初級1-18課,forever,ตลอดไป,
いなくなる,いなくなる,初級1-18課,to leave,ไม่อยู่แล้ว จำกไป,
がんばってください,がんばってください,初級1-18課,Good luck.,สู้ๆ,
これまで,これまで,初級1-18課,up until now,ที่ผ่ำนมำ,
活躍,かつやく,初級1-18課,success,ประสบควำมสำเร็จ,
期待する,きたいする,初級1-18課,to expect / to hope for,คำดหวัง หวังว่ำ,
主任,しゅにん,初級2-1課,chief,หัวหน้ำงำน,
パート,ぱーと,初級2-1課,part-time worker,พนักงำนพำร์ทไทม์,
いちばん,いちばん,初級2-1課,the most (superlative),อันดับหนึ่ง ที่สุด (ขั้นสูงสุด),
長い,ながい,初級2-1課,long,ยำวนำน,
～出身　（中国出身）,～しゅっしん　（ちゅうごくしゅっしん）,初級2-1課,from ～　(e.g. from China),ถิ่นเกิด ภูมิลำเนำ มำจำกประเทศ (เช่น ภูมิลำเนำประเทศจีน),
手続き,てつづき,初級2-1課,procedure,ขั้นตอนในกำรดำเนินกำร,
生活,せいかつ,初級2-1課,life,ชีวิตควำมเป็นอยู่,
いろいろ（な）,いろいろ（な）,初級2-1課,various,ต่ำงๆ,
何でも,なんでも,初級2-1課,anything,อะไรก็ได้,
～でよかったら　（私でよかったら）,～でよかったら　（わたしでよかったら）,初級2-1課,if ～ is okay / acceptable　(e.g. if you're okay with me),ถ้ำช่วยอะไรได้ ถ้ำมีอะไร (เช่น ถ้ำมีอะไรที่ฉันช่วยได้),
いつでも,いつでも,初級2-1課,anytime,เมื่อไหร่ก็ได้,
担当,たんとう,初級2-1課,in charge,ดูแลรับผิดชอบ,
申す,もうす,初級2-1課,to be called,ชื่อว่ำ,
呼ぶ,よぶ,初級2-1課,to call / to address,เรียก,
一生懸命,いっしょうけんめい,初級2-1課,as hard as one can,อย่ำงเต็มที่,
がんばる,がんばる,初級2-1課,to work hard,พยำยำม,
J-POP,じぇーぽっぷ,初級2-1課,Japanese pop music,เพลงป๊อบของญี่ปุ่น,
がんばります,がんばります,初級2-1課,I will do my best.,อย่ำงเต็มที่,
Perfume,ぱふゅーむ,初級2-1課,Perfume (a three-girl techno-pop group),ชี่อวงเกิร์ลกรุ๊ปของญี่ปุ่น,
方角,ほうがく,初級2-1課,direction,ทิศทำง,
